|'diaqua(15-crown-5)iron(II) nitrate'|||Acta Crystallographica, Section B|2008 64(6) 738 749
C10 H24 Fe N2 O13
O4_10 ? ? 0.3797(5) 0.6369(7) 0.84471(13) 0.1225(19) 0.01722(15)
O5_10 ? ? 0.2680(6) 0.6227(7) 0.86956(9) 0.1225(19) 0.02154(16)
C1_10 ? ? 0.0838(7) 0.4321(8) 0.85145(15) 0.1225(19) 0.0203(2)
H1A_10 ? ? 0.0237 0.4273 0.8560 0.1225(19) 0.024
H1B_10 ? ? 0.1203 0.3775 0.8560 0.1225(19) 0.024
C2_10 ? ? 0.0737(6) 0.4373(8) 0.82962(15) 0.1225(19) 0.0205(2)
H2A_10 ? ? 0.0502 0.3781 0.8240 0.1225(19) 0.025
H2B_10 ? ? 0.0318 0.4878 0.8250 0.1225(19) 0.025
C3_10 ? ? 0.1673(8) 0.4577(9) 0.80484(11) 0.1225(19) 0.0178(2)
H3A_10 ? ? 0.1312 0.5100 0.7990 0.1225(19) 0.021
H3B_10 ? ? 0.1437 0.3992 0.7989 0.1225(19) 0.021
C4_10 ? ? 0.2677(8) 0.4700(9) 0.80250(11) 0.1225(19) 0.0175(2)
H4A_10 ? ? 0.3026 0.4139 0.8068 0.1225(19) 0.021
H4B_10 ? ? 0.2754 0.4814 0.7892 0.1225(19) 0.021
C5_10 ? ? 0.3964(7) 0.5710(9) 0.81481(14) 0.1225(19) 0.0210(2)
H5A_10 ? ? 0.4127 0.5818 0.8020 0.1225(19) 0.025
H5B_10 ? ? 0.4331 0.5190 0.8206 0.1225(19) 0.025
C6_10 ? ? 0.4114(7) 0.6576(8) 0.82668(15) 0.1225(19) 0.0228(2)
H6A_10 ? ? 0.4764 0.6741 0.8285 0.1225(19) 0.027
H6B_10 ? ? 0.3770 0.7102 0.8205 0.1225(19) 0.027
C7_10 ? ? 0.3808(8) 0.7162(7) 0.85698(16) 0.1225(19) 0.0207(2)
H7A_10 ? ? 0.3419 0.7661 0.8510 0.1225(19) 0.025
H7B_10 ? ? 0.4431 0.7404 0.8599 0.1225(19) 0.025
C8_10 ? ? 0.3443(8) 0.6820(8) 0.87527(13) 0.1225(19) 0.0201(2)
H8A_10 ? ? 0.3918 0.6473 0.8832 0.1225(19) 0.024
H8B_10 ? ? 0.3255 0.7354 0.8826 0.1225(19) 0.024
C9_10 ? ? 0.2029(8) 0.6154(9) 0.88277(11) 0.1225(19) 0.0167(2)
H9A_10 ? ? 0.1597 0.6677 0.8812 0.1225(19) 0.020
H9B_10 ? ? 0.2336 0.6160 0.8958 0.1225(19) 0.020
C10_10 ? ? 0.1542(8) 0.5238(9) 0.87851(11) 0.1225(19) 0.0176(2)
H10A_10 ? ? 0.1943 0.4713 0.8828 0.1225(19) 0.021
H10B_10 ? ? 0.0994 0.5206 0.8850 0.1225(19) 0.021
O6_8 ? ? 0.3099(3) 0.4328(3) 0.98143(6) 1 0.02081(16)
H1W_8 ? ? 0.314(3) 0.3859(19) 0.9745(5) 1 0.025
H2W_8 ? ? 0.346(2) 0.425(3) 0.9912(3) 1 0.025
O7_8 ? ? 0.1946(3) 0.6781(3) 0.95834(6) 1 0.02090(17)
H3W_8 ? ? 0.181(3) 0.720(2) 0.9659(4) 1 0.025
H4W_8 ? ? 0.160(2) 0.686(3) 0.9482(3) 1 0.025
Fe8_8 ? ? 0.25230(6) 0.55887(7) 0.970394(11) 1 0.01219(7)
O1_8 ? ? 0.3778(2) 0.5824(3) 0.95507(5) 1 0.01543(15)
O2_8 ? ? 0.3414(2) 0.6604(3) 0.98859(5) 1 0.01650(15)
O3_8 ? ? 0.1951(2) 0.5698(3) 0.99922(5) 1 0.01685(16)
O4_8 ? ? 0.1119(2) 0.4902(3) 0.96662(5) 1 0.01722(15)
O5_8 ? ? 0.2306(2) 0.4915(3) 0.94167(5) 1 0.02154(16)
C1_8 ? ? 0.4295(4) 0.6665(4) 0.96199(8) 1 0.0203(2)
H11_8 ? ? 0.3970 0.7239 0.9568 1 0.024
H12_8 ? ? 0.4924 0.6656 0.9576 1 0.024
C2_8 ? ? 0.4355(4) 0.6647(5) 0.98397(7) 1 0.0205(2)
H21_8 ? ? 0.4708 0.6091 0.9893 1 0.025
H22_8 ? ? 0.4665 0.7221 0.9896 1 0.025
C3_8 ? ? 0.3316(4) 0.6542(4) 1.00929(7) 1 0.0178(2)
H31_8 ? ? 0.3593 0.7099 1.0163 1 0.021
H32_8 ? ? 0.3627 0.5970 1.0150 1 0.021
C4_8 ? ? 0.2293(4) 0.6499(4) 1.01075(8) 1 0.0175(2)
H41_8 ? ? 0.2171 0.6422 1.0246 1 0.021
H42_8 ? ? 0.1987 0.7082 1.0055 1 0.021
C5_8 ? ? 0.0958(3) 0.5622(5) 0.99711(7) 1 0.0210(2)
H51_8 ? ? 0.0671 0.6182 0.9904 1 0.025
H52_8 ? ? 0.0725 0.5561 1.0101 1 0.025
C6_8 ? ? 0.0746(4) 0.4756(4) 0.98504(8) 1 0.0228(2)
H61_8 ? ? 0.1034 0.4199 0.9919 1 0.027
H62_8 ? ? 0.0067 0.4655 0.9828 1 0.027
C7_8 ? ? 0.1098(4) 0.4079(4) 0.95431(8) 1 0.0207(2)
H71_8 ? ? 0.0454 0.3851 0.9512 1 0.025
H72_8 ? ? 0.1476 0.3569 0.9610 1 0.025
C8_8 ? ? 0.1496(4) 0.4377(4) 0.93568(8) 1 0.0201(2)
H81_8 ? ? 0.1657 0.3819 0.9281 1 0.024
H82_8 ? ? 0.1040 0.4760 0.9273 1 0.024
C9_8 ? ? 0.3040(4) 0.4914(4) 0.92946(8) 1 0.0167(2)
H91_8 ? ? 0.2790 0.4898 0.9154 1 0.020
H92_8 ? ? 0.3446 0.4360 0.9323 1 0.020
C10_8 ? ? 0.3577(4) 0.5818(4) 0.93420(7) 1 0.0176(2)
H101_8 ? ? 0.4157 0.5825 0.9278 1 0.021
H102_8 ? ? 0.3199 0.6372 0.9297 1 0.021
N1_11 ? ? 0.0705(3) 0.7426(4) 0.03409(7) 1 0.01766(19)
O8_11 ? ? 0.0448(3) 0.6710(3) 0.04146(6) 1 0.0331(2)
O9_11 ? ? 0.1424(3) 0.7865(3) 0.04275(6) 1 0.02545(17)
O10_11 ? ? 0.0344(3) 0.7765(3) 0.01851(6) 1 0.02637(17)
N2_12 ? ? 0.1012(3) 0.7299(3) 0.16453(6) 1 0.01585(19)
O8_12 ? ? 0.0881(3) 0.6568(3) 0.17350(5) 1 0.02458(17)
O9_12 ? ? 0.1790(3) 0.7722(3) 0.16751(5) 1 0.02463(17)
O10_12 ? ? 0.0428(3) 0.7649(3) 0.15210(6) 1 0.02607(18)
N3_13 ? ? 0.0802(3) 0.7366(3) 0.28760(7) 1 0.01766(19)
O8_13 ? ? 0.0697(3) 0.6663(3) 0.29765(6) 1 0.0331(2)
O9_13 ? ? 0.1438(3) 0.7966(3) 0.29326(6) 1 0.02545(17)
O10_13 ? ? 0.0325(3) 0.7504(3) 0.27145(6) 1 0.02637(17)
N4_14 ? ? 0.0765(3) 0.7388(3) 0.41028(7) 1 0.01766(19)
O8_14 ? ? 0.0499(3) 0.6654(3) 0.41646(6) 1 0.0331(2)
O9_14 ? ? 0.1523(3) 0.7756(3) 0.41899(6) 1 0.02545(17)
O10_14 ? ? 0.0379(3) 0.7835(3) 0.39629(5) 1 0.02637(17)
N5_15 ? ? 0.1000(3) 0.7349(3) 0.54050(6) 1 0.01585(19)
O8_15 ? ? 0.0941(3) 0.6603(3) 0.54950(5) 1 0.02458(17)
O9_15 ? ? 0.1701(3) 0.7881(3) 0.54382(6) 1 0.02463(17)
O10_15 ? ? 0.0395(3) 0.7590(3) 0.52720(6) 1 0.02607(18)
N6_16 ? ? 0.0740(3) 0.7395(3) 0.66110(7) 1 0.01766(19)
O8_16 ? ? 0.0618(3) 0.6679(3) 0.67063(5) 1 0.0331(2)
O9_16 ? ? 0.1390(3) 0.7967(3) 0.66812(5) 1 0.02545(17)
O10_16 ? ? 0.0303(3) 0.7585(3) 0.64512(5) 1 0.02637(17)
N7_17 ? ? 0.0948(3) 0.7326(3) 0.78802(6) 1 0.01585(19)
O8_17 ? ? 0.0764(2) 0.6610(3) 0.79685(5) 1 0.02458(17)
O9_17 ? ? 0.1736(2) 0.7726(3) 0.79264(5) 1 0.02463(17)
O10_17 ? ? 0.0416(3) 0.7701(3) 0.77487(5) 1 0.02607(18)
N8_18 ? ? 0.0890(3) 0.7365(3) 0.91364(7) 1 0.01585(19)
O8_18 ? ? 0.0830(3) 0.6643(3) 0.92331(5) 1 0.02458(17)
O9_18 ? ? 0.1550(3) 0.7958(3) 0.91807(6) 1 0.02463(17)
O10_18 ? ? 0.0350(3) 0.7531(3) 0.89843(5) 1 0.02607(18)
N9_19 ? ? 0.3978(3) 0.3712(3) 0.14768(6) 1 0.01585(19)
O8_19 ? ? 0.4061(3) 0.4480(3) 0.13823(5) 1 0.02458(17)
O9_19 ? ? 0.3237(2) 0.3261(3) 0.14342(5) 1 0.02463(17)
O10_19 ? ? 0.4606(3) 0.3461(3) 0.16010(6) 1 0.02607(18)
N10_20 ? ? 0.4245(3) 0.3624(3) 0.27810(7) 1 0.01766(19)
O8_20 ? ? 0.4575(3) 0.4392(3) 0.27197(6) 1 0.0331(2)
O9_20 ? ? 0.3553(3) 0.3272(3) 0.26903(6) 1 0.02545(17)
O10_20 ? ? 0.4644(3) 0.3281(3) 0.29347(5) 1 0.02637(17)
N11_21 ? ? 0.4130(3) 0.3679(3) 0.40003(7) 1 0.01585(19)
O8_21 ? ? 0.4217(3) 0.4414(3) 0.38955(5) 1 0.02458(17)
O9_21 ? ? 0.3488(3) 0.3138(3) 0.39443(6) 1 0.02463(17)
O10_21 ? ? 0.4663(3) 0.3539(3) 0.41466(6) 1 0.02607(18)
N12_22 ? ? 0.4008(3) 0.3727(3) 0.52417(6) 1 0.01585(19)
O8_22 ? ? 0.4199(3) 0.4497(3) 0.51552(5) 1 0.02458(17)
O9_22 ? ? 0.3222(3) 0.3389(3) 0.51979(5) 1 0.02463(17)
O10_22 ? ? 0.4594(3) 0.3392(3) 0.53653(6) 1 0.02607(18)
N13_23 ? ? 0.4280(3) 0.3637(3) 0.65300(7) 1 0.01766(19)
O8_23 ? ? 0.4552(3) 0.4398(3) 0.64563(5) 1 0.0331(2)
O9_23 ? ? 0.3606(3) 0.3230(3) 0.64454(6) 1 0.02545(17)
O10_23 ? ? 0.4689(3) 0.3343(3) 0.66858(5) 1 0.02637(17)
N14_24 ? ? 0.4035(3) 0.3682(3) 0.77366(6) 1 0.01585(19)
O8_24 ? ? 0.4103(3) 0.4441(3) 0.76375(5) 1 0.02458(17)
O9_24 ? ? 0.3327(2) 0.3200(3) 0.76914(6) 1 0.02463(17)
O10_24 ? ? 0.4651(3) 0.3463(3) 0.78655(5) 1 0.02607(18)
N15_25 ? ? 0.4181(3) 0.3678(3) 0.90153(6) 1 0.01766(19)
O8_25 ? ? 0.4497(2) 0.4464(3) 0.89622(5) 1 0.0331(2)
O9_25 ? ? 0.3433(2) 0.3387(3) 0.89336(5) 1 0.02545(17)
O10_25 ? ? 0.4626(3) 0.3265(3) 0.91520(5) 1 0.02637(17)
N16_26 ? ? 0.4222(3) 0.3676(4) 1.02578(7) 1 0.01766(19)
O8_26 ? ? 0.4346(3) 0.4417(3) 1.01593(6) 1 0.0331(2)
O9_26 ? ? 0.3607(3) 0.3128(3) 1.01908(6) 1 0.02545(17)
O10_26 ? ? 0.4706(3) 0.3525(3) 1.04126(6) 1 0.02637(17)
