tag	index	loopnr	value	filename
_atom_site_fract_z	4	3	0.1531(1)	tests/cif2tsv_012.inp
_atom_site_fract_z	5	3	0.2987(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	6	3	0.1408(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	7	3	0.2862(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	8	3	-0.0437(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	9	3	0.1286(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	10	3	0.5313(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	11	3	0.3264(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	12	3	0.2612(3)	tests/cif2tsv_012.inp
_atom_site_fract_z	13	3	0.9368(3)	tests/cif2tsv_012.inp
_atom_site_fract_z	14	3	0.4230(3)	tests/cif2tsv_012.inp
_atom_site_fract_z	15	3	0.1939(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	16	3	0.0125(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	17	3	0.5599(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	18	3	0.2435(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	19	3	0.1169(3)	tests/cif2tsv_012.inp
_atom_site_fract_z	20	3	-0.0662(3)	tests/cif2tsv_012.inp
_atom_site_fract_z	21	3	0.6732(3)	tests/cif2tsv_012.inp
_atom_site_fract_z	22	3	0.3215(4)	tests/cif2tsv_012.inp
_atom_site_fract_z	23	3	0.5730(49)	tests/cif2tsv_012.inp
_atom_site_fract_z	24	3	0.5848(46)	tests/cif2tsv_012.inp
_atom_site_fract_z	25	3	0.2454(35)	tests/cif2tsv_012.inp
_atom_site_fract_z	26	3	0.3812(44)	tests/cif2tsv_012.inp
_atom_site_fract_z	27	3	0.1806(36)	tests/cif2tsv_012.inp
_atom_site_fract_z	28	3	0.3093(47)	tests/cif2tsv_012.inp
_atom_site_fract_z	29	3	0.9088(47)	tests/cif2tsv_012.inp
_atom_site_fract_z	30	3	1.0277(25)	tests/cif2tsv_012.inp
_atom_site_fract_z	31	3	0.3897(51)	tests/cif2tsv_012.inp
_atom_site_fract_z	32	3	0.5032(39)	tests/cif2tsv_012.inp
_atom_site_fract_z	33	3	0.0251(27)	tests/cif2tsv_012.inp
_atom_site_fract_z	34	3	0.1042(48)	tests/cif2tsv_012.inp
_atom_site_fract_z	35	3	0.1971(33)	tests/cif2tsv_012.inp
_atom_site_fract_z	36	3	-0.0056(45)	tests/cif2tsv_012.inp
_atom_site_fract_z	37	3	-0.1033(46)	tests/cif2tsv_012.inp
_atom_site_fract_z	38	3	-0.1497(31)	tests/cif2tsv_012.inp
_atom_site_fract_z	39	3	0.7610(32)	tests/cif2tsv_012.inp
_atom_site_fract_z	40	3	0.6298(53)	tests/cif2tsv_012.inp
_atom_site_fract_z	41	3	0.7010(51)	tests/cif2tsv_012.inp
_atom_site_fract_z	42	3	0.2858(44)	tests/cif2tsv_012.inp
_atom_site_fract_z	43	3	0.4296(5)	tests/cif2tsv_012.inp
_atom_site_fract_z	44	3	0.2816(46)	tests/cif2tsv_012.inp
_atom_site_fract_z	45	3	0.4334(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	46	3	0.66796(1)	tests/cif2tsv_012.inp
_atom_site_fract_z	47	3	-0.1531(1)	tests/cif2tsv_012.inp
_atom_site_fract_z	48	3	-0.1408(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	49	3	0.0437(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	50	3	0.4401(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	51	3	0.5409(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	52	3	0.8469(1)	tests/cif2tsv_012.inp
_atom_site_fract_z	53	3	0.7013(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	54	3	0.7138(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	55	3	0.8714(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	56	3	0.4687(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	57	3	0.7388(3)	tests/cif2tsv_012.inp
_atom_site_fract_z	58	3	-0.33204(1)	tests/cif2tsv_012.inp
_atom_site_fract_z	59	3	-0.1939(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	60	3	-0.2435(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	61	3	-0.0125(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	62	3	0.3268(3)	tests/cif2tsv_012.inp
_atom_site_fract_z	63	3	0.8061(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	64	3	0.7565(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	65	3	0.9875(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	66	3	0.4270(49)	tests/cif2tsv_012.inp
_atom_site_fract_z	67	3	0.4152(46)	tests/cif2tsv_012.inp
_atom_site_fract_z	68	3	0.8194(36)	tests/cif2tsv_012.inp
_atom_site_fract_z	69	3	0.6907(47)	tests/cif2tsv_012.inp
_atom_site_fract_z	70	3	-0.2987(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	71	3	-0.1169(3)	tests/cif2tsv_012.inp
_atom_site_fract_z	72	3	-0.2862(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	73	3	-0.3215(4)	tests/cif2tsv_012.inp
_atom_site_fract_z	74	3	-0.1286(2)	tests/cif2tsv_012.inp
_atom_site_fract_z	75	3	0.0662(3)	tests/cif2tsv_012.inp
_atom_site_fract_z	76	3	0.2390(32)	tests/cif2tsv_012.inp
_atom_site_fract_z	77	3	0.3702(53)	tests/cif2tsv_012.inp
_atom_site_fract_z	78	3	0.2990(51)	tests/cif2tsv_012.inp
_atom_site_fract_z	79	3	-0.0251(27)	tests/cif2tsv_012.inp
_atom_site_fract_z	80	3	-0.1042(48)	tests/cif2tsv_012.inp
_atom_site_fract_z	81	3	-0.1971(33)	tests/cif2tsv_012.inp
_atom_site_fract_z	82	3	-0.2858(44)	tests/cif2tsv_012.inp
_atom_site_fract_z	83	3	-0.4296(5)	tests/cif2tsv_012.inp
_atom_site_fract_z	84	3	-0.2816(46)	tests/cif2tsv_012.inp
_atom_site_fract_z	85	3	0.0056(45)	tests/cif2tsv_012.inp
_atom_site_fract_z	86	3	0.1033(46)	tests/cif2tsv_012.inp
_atom_site_fract_z	87	3	0.1497(31)	tests/cif2tsv_012.inp
_cod_database_code	0	-1	2000000	tests/cif2tsv_012.inp
