dblname	tag	index	value	filename
2000000	_atom_site_fract_y	72	0.9221(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	73	0.6850(3)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	74	1.2272(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	75	1.3703(3)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	76	0.6425(61)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	77	0.5865(49)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	78	0.6302(53)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	79	1.0464(52)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	80	1.1197(47)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	81	0.9540(25)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	82	0.6468(52)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	83	0.6350(55)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	84	0.6601(59)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	85	1.3882(57)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	86	1.4601(37)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_y	87	1.3566(56)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	0	0.33204(1)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	1	0.00000	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	2	0.5666(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	3	0.4591(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	4	0.1531(1)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	5	0.2987(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	6	0.1408(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	7	0.2862(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	8	-0.0437(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	9	0.1286(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	10	0.5313(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	11	0.3264(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	12	0.2612(3)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	13	0.9368(3)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	14	0.4230(3)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	15	0.1939(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	16	0.0125(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	17	0.5599(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	18	0.2435(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	19	0.1169(3)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	20	-0.0662(3)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	21	0.6732(3)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	22	0.3215(4)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	23	0.5730(49)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	24	0.5848(46)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	25	0.2454(35)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	26	0.3812(44)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	27	0.1806(36)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	28	0.3093(47)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	29	0.9088(47)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	30	1.0277(25)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	31	0.3897(51)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	32	0.5032(39)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	33	0.0251(27)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	34	0.1042(48)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	35	0.1971(33)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	36	-0.0056(45)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	37	-0.1033(46)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	38	-0.1497(31)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	39	0.7610(32)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	40	0.6298(53)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	41	0.7010(51)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	42	0.2858(44)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	43	0.4296(5)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	44	0.2816(46)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	45	0.4334(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	46	0.66796(1)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	47	-0.1531(1)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	48	-0.1408(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	49	0.0437(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	50	0.4401(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	51	0.5409(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	52	0.8469(1)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	53	0.7013(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	54	0.7138(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	55	0.8714(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	56	0.4687(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	57	0.7388(3)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	58	-0.33204(1)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	59	-0.1939(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	60	-0.2435(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	61	-0.0125(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	62	0.3268(3)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	63	0.8061(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	64	0.7565(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	65	0.9875(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	66	0.4270(49)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	67	0.4152(46)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	68	0.8194(36)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	69	0.6907(47)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	70	-0.2987(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	71	-0.1169(3)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	72	-0.2862(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	73	-0.3215(4)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	74	-0.1286(2)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	75	0.0662(3)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	76	0.2390(32)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	77	0.3702(53)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	78	0.2990(51)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	79	-0.0251(27)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	80	-0.1042(48)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	81	-0.1971(33)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	82	-0.2858(44)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	83	-0.4296(5)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	84	-0.2816(46)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	85	0.0056(45)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	86	0.1033(46)	tests/cif2tsv_010.inp
2000000	_atom_site_fract_z	87	0.1497(31)	tests/cif2tsv_010.inp
2000000	_cod_database_code	0	2000000	tests/cif2tsv_010.inp
