dblname	tag	index	loopnr	value	filename
7052868	_atom_site_fract_x	69	2	0.0394	inputs/7052868.cif
7052868	_atom_site_fract_x	70	2	0.2199(3)	inputs/7052868.cif
7052868	_atom_site_fract_x	71	2	0.1810	inputs/7052868.cif
7052868	_atom_site_fract_x	72	2	0.2390(3)	inputs/7052868.cif
7052868	_atom_site_fract_x	73	2	0.1704	inputs/7052868.cif
7052868	_atom_site_fract_x	74	2	0.1896(3)	inputs/7052868.cif
7052868	_atom_site_fract_x	75	2	0.0883	inputs/7052868.cif
7052868	_atom_site_fract_y	0	2	0.1531(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	1	2	0.2708(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	2	2	0.0838(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	3	2	0.1728(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	4	2	0.2070(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	5	2	0.5609(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	6	2	0.2697(4)	inputs/7052868.cif
7052868	_atom_site_fract_y	7	2	0.3569	inputs/7052868.cif
7052868	_atom_site_fract_y	8	2	0.2718	inputs/7052868.cif
7052868	_atom_site_fract_y	9	2	0.2317	inputs/7052868.cif
7052868	_atom_site_fract_y	10	2	0.1890(4)	inputs/7052868.cif
7052868	_atom_site_fract_y	11	2	0.1002	inputs/7052868.cif
7052868	_atom_site_fract_y	12	2	0.2240	inputs/7052868.cif
7052868	_atom_site_fract_y	13	2	0.1885(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	14	2	0.2775	inputs/7052868.cif
7052868	_atom_site_fract_y	15	2	0.1548	inputs/7052868.cif
7052868	_atom_site_fract_y	16	2	0.1074(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	17	2	0.1398	inputs/7052868.cif
7052868	_atom_site_fract_y	18	2	0.0182	inputs/7052868.cif
7052868	_atom_site_fract_y	19	2	0.1079(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	20	2	0.1316(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	21	2	0.1491	inputs/7052868.cif
7052868	_atom_site_fract_y	22	2	0.1296(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	23	2	0.1498(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	24	2	0.1684(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	25	2	0.1492(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	26	2	0.2110(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	27	2	0.2084(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	28	2	0.3447(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	29	2	0.4170(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	30	2	0.4114(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	31	2	0.3633	inputs/7052868.cif
7052868	_atom_site_fract_y	32	2	0.4768(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	33	2	0.4752(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	34	2	0.5615	inputs/7052868.cif
7052868	_atom_site_fract_y	35	2	0.4156	inputs/7052868.cif
7052868	_atom_site_fract_y	36	2	0.4359(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	37	2	0.3488	inputs/7052868.cif
7052868	_atom_site_fract_y	38	2	0.4946	inputs/7052868.cif
7052868	_atom_site_fract_y	39	2	0.4377(4)	inputs/7052868.cif
7052868	_atom_site_fract_y	40	2	0.5264	inputs/7052868.cif
7052868	_atom_site_fract_y	41	2	0.3855	inputs/7052868.cif
7052868	_atom_site_fract_y	42	2	0.3852(4)	inputs/7052868.cif
7052868	_atom_site_fract_y	43	2	0.4396	inputs/7052868.cif
7052868	_atom_site_fract_y	44	2	0.3849	inputs/7052868.cif
7052868	_atom_site_fract_y	45	2	0.2980	inputs/7052868.cif
7052868	_atom_site_fract_y	46	2	0.0843(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	47	2	0.0677	inputs/7052868.cif
7052868	_atom_site_fract_y	48	2	0.1066(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	49	2	0.2007(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	50	2	0.4950(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	51	2	0.5490(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	52	2	0.5921	inputs/7052868.cif
7052868	_atom_site_fract_y	53	2	0.5103(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	54	2	0.5681	inputs/7052868.cif
7052868	_atom_site_fract_y	55	2	0.4428(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	56	2	0.4560	inputs/7052868.cif
7052868	_atom_site_fract_y	57	2	0.3510(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	58	2	0.2729(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	59	2	0.2479(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	60	2	0.2599(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	61	2	0.2769	inputs/7052868.cif
7052868	_atom_site_fract_y	62	2	0.2472(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	63	2	0.2558	inputs/7052868.cif
7052868	_atom_site_fract_y	64	2	0.2224(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	65	2	0.2198	inputs/7052868.cif
7052868	_atom_site_fract_y	66	2	0.1331(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	67	2	0.1303	inputs/7052868.cif
7052868	_atom_site_fract_y	68	2	0.0639(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	69	2	0.0118	inputs/7052868.cif
7052868	_atom_site_fract_y	70	2	0.0713(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	71	2	0.0226	inputs/7052868.cif
7052868	_atom_site_fract_y	72	2	0.1346(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	73	2	0.1396	inputs/7052868.cif
7052868	_atom_site_fract_y	74	2	0.1132(3)	inputs/7052868.cif
7052868	_atom_site_fract_y	75	2	0.1027	inputs/7052868.cif
7052868	_atom_site_fract_z	0	2	-0.0318(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	1	2	0.47708(17)	inputs/7052868.cif
7052868	_atom_site_fract_z	2	2	-0.24442(19)	inputs/7052868.cif
7052868	_atom_site_fract_z	3	2	-0.01504(17)	inputs/7052868.cif
7052868	_atom_site_fract_z	4	2	0.1533(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	5	2	0.70867(18)	inputs/7052868.cif
7052868	_atom_site_fract_z	6	2	-0.3936(3)	inputs/7052868.cif
7052868	_atom_site_fract_z	7	2	-0.3566	inputs/7052868.cif
7052868	_atom_site_fract_z	8	2	-0.4476	inputs/7052868.cif
7052868	_atom_site_fract_z	9	2	-0.3550	inputs/7052868.cif
7052868	_atom_site_fract_z	10	2	-0.4275(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	11	2	-0.4629	inputs/7052868.cif
7052868	_atom_site_fract_z	12	2	-0.4701	inputs/7052868.cif
7052868	_atom_site_fract_z	13	2	-0.3447(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	14	2	-0.3097	inputs/7052868.cif
7052868	_atom_site_fract_z	15	2	-0.3018	inputs/7052868.cif
7052868	_atom_site_fract_z	16	2	-0.3750(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	17	2	-0.4192	inputs/7052868.cif
7052868	_atom_site_fract_z	18	2	-0.4088	inputs/7052868.cif
7052868	_atom_site_fract_z	19	2	-0.2940(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	20	2	-0.2018(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	21	2	-0.1872	inputs/7052868.cif
7052868	_atom_site_fract_z	22	2	-0.1300(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	23	2	0.0392(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	24	2	0.1330(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	25	2	0.2108(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	26	2	0.3068(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	27	2	0.3849(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	28	2	0.4948(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	29	2	0.5946(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	30	2	0.6691(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	31	2	0.6557	inputs/7052868.cif
7052868	_atom_site_fract_z	32	2	0.7623(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	33	2	0.8473(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	34	2	0.8942	inputs/7052868.cif
7052868	_atom_site_fract_z	35	2	0.8756	inputs/7052868.cif
7052868	_atom_site_fract_z	36	2	0.8261(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	37	2	0.7803	inputs/7052868.cif
7052868	_atom_site_fract_z	38	2	0.7971	inputs/7052868.cif
7052868	_atom_site_fract_z	39	2	0.9135(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	40	2	0.9567	inputs/7052868.cif
7052868	_atom_site_fract_z	41	2	0.9461	inputs/7052868.cif
7052868	_atom_site_fract_z	42	2	0.8879(3)	inputs/7052868.cif
7052868	_atom_site_fract_z	43	2	0.8587	inputs/7052868.cif
7052868	_atom_site_fract_z	44	2	0.9446	inputs/7052868.cif
7052868	_atom_site_fract_z	45	2	0.8442	inputs/7052868.cif
7052868	_atom_site_fract_z	46	2	-0.3101(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	47	2	-0.3721	inputs/7052868.cif
7052868	_atom_site_fract_z	48	2	-0.1536(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	49	2	0.0754(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	50	2	0.6167(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	51	2	0.7768(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	52	2	0.8395	inputs/7052868.cif
7052868	_atom_site_fract_z	53	2	0.5420(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	54	2	0.5570	inputs/7052868.cif
7052868	_atom_site_fract_z	55	2	0.4498(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	56	2	0.4029	inputs/7052868.cif
7052868	_atom_site_fract_z	57	2	0.4217(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	58	2	0.3275(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	59	2	0.2484(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	60	2	0.2601(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	61	2	0.3208	inputs/7052868.cif
7052868	_atom_site_fract_z	62	2	0.1831(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	63	2	0.1933	inputs/7052868.cif
7052868	_atom_site_fract_z	64	2	0.0933(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	65	2	0.0435	inputs/7052868.cif
7052868	_atom_site_fract_z	66	2	0.3657(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	67	2	0.4159	inputs/7052868.cif
7052868	_atom_site_fract_z	68	2	0.2741(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	69	2	0.2628	inputs/7052868.cif
7052868	_atom_site_fract_z	70	2	0.1970(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	71	2	0.1354	inputs/7052868.cif
7052868	_atom_site_fract_z	72	2	0.0110(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	73	2	0.0571	inputs/7052868.cif
7052868	_atom_site_fract_z	74	2	-0.0800(2)	inputs/7052868.cif
7052868	_atom_site_fract_z	75	2	-0.0949	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	0	2	0.0179(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	1	2	0.0200(6)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	2	2	0.0256(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	3	2	0.0201(6)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	4	2	0.0156(6)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	5	2	0.0219(6)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	6	2	0.0367(9)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	7	2	0.055	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	8	2	0.055	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	9	2	0.055	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	10	2	0.0277(8)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	11	2	0.033	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	12	2	0.033	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	13	2	0.0233(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	14	2	0.028	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	15	2	0.028	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	16	2	0.0229(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	17	2	0.027	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	18	2	0.027	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	19	2	0.0210(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	20	2	0.0205(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	21	2	0.025	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	22	2	0.0180(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	23	2	0.0185(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	24	2	0.0167(6)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	25	2	0.0178(6)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	26	2	0.0170(6)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	27	2	0.0177(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	28	2	0.0174(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	29	2	0.0192(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	30	2	0.0204(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	31	2	0.024	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	32	2	0.0216(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	33	2	0.0253(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	34	2	0.030	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	35	2	0.030	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	36	2	0.0267(8)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	37	2	0.032	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	38	2	0.032	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	39	2	0.0319(8)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	40	2	0.038	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	41	2	0.038	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	42	2	0.0428(10)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	43	2	0.064	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	44	2	0.064	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	45	2	0.064	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	46	2	0.0253(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	47	2	0.030	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	48	2	0.0199(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	49	2	0.0179(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	50	2	0.0185(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	51	2	0.0222(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	52	2	0.027	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	53	2	0.0207(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	54	2	0.025	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	55	2	0.0191(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	56	2	0.023	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	57	2	0.0187(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	58	2	0.0188(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	59	2	0.0182(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	60	2	0.0206(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	61	2	0.025	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	62	2	0.0224(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	63	2	0.027	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	64	2	0.0213(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	65	2	0.026	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	66	2	0.0211(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	67	2	0.025	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	68	2	0.0226(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	69	2	0.027	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	70	2	0.0204(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	71	2	0.025	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	72	2	0.0213(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	73	2	0.026	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	74	2	0.0238(7)	inputs/7052868.cif
7052868	_atom_site_u_iso_or_equiv	75	2	0.029	inputs/7052868.cif
7052868	_atom_site_adp_type	0	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	1	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	2	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	3	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	4	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	5	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	6	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	7	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	8	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	9	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	10	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	11	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	12	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	13	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	14	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	15	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	16	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	17	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	18	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	19	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	20	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	21	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	22	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	23	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	24	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	25	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	26	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	27	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	28	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	29	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	30	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	31	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	32	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	33	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	34	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	35	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	36	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	37	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	38	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	39	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	40	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	41	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	42	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	43	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	44	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	45	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	46	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	47	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	48	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	49	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	50	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	51	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	52	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	53	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	54	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	55	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	56	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	57	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	58	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	59	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	60	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	61	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	62	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	63	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	64	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	65	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	66	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	67	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	68	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	69	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	70	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	71	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	72	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	73	2	Uiso	inputs/7052868.cif
7052868	_atom_site_adp_type	74	2	Uani	inputs/7052868.cif
7052868	_atom_site_adp_type	75	2	Uiso	inputs/7052868.cif
7052868	_atom_site_occupancy	0	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	1	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	2	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	3	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	4	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	5	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	6	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	7	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	8	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	9	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	10	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	11	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	12	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	13	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	14	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	15	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	16	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	17	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	18	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	19	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	20	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	21	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	22	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	23	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	24	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	25	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	26	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	27	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	28	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	29	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	30	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	31	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	32	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	33	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	34	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	35	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	36	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	37	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	38	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	39	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	40	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	41	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	42	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	43	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	44	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	45	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	46	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	47	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	48	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	49	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	50	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	51	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	52	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	53	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	54	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	55	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	56	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	57	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	58	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	59	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	60	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	61	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	62	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	63	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	64	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	65	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	66	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	67	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	68	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	69	2	1	inputs/7052868.cif
7052868	_atom_site_occupancy	70	2	1	inputs/7052868.cif
