"Generators of the (3+1)-Dimensional Superspace Groups",,,,,,
"Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch",,,,,,
"November 2006",,,,,,
" ",,,,,,
"Group Symbol","Equivalent","Generator 1","Generator 2","Generator 3","Generator 4",
"36.2 Cmc2_1(00g)s0s","ss0","-x1,x2,x3,x4+1/2","x1,-x2,x3+1/2,x4","-x1,-x2,x3+1/2,x4+1/2"," "," "
"36.3 Cmc2_1(10g)","0ss","-x1,x2,x3,-2x1+x4","x1,-x2,x3+1/2,x4","-x1,-x2,x3+1/2,-2x1+x4"," "," "
"36.4 Cmc2_1(10g)s0s","ss0","-x1,x2,x3,-2x1+x4+1/2","x1,-x2,x3+1/2,x4","-x1,-x2,x3+1/2,-2x1+x4+1/2"," "," "
"36.5 A2_1am(00g)",,"x1+1/2,-x2,-x3,-x4","x1+1/2,-x2,x3,x4","x1,x2,-x3,-x4"," "," "
"36.6 A2_1am(00g)0s0",,"x1+1/2,-x2,-x3,-x4","x1+1/2,-x2,x3,x4+1/2","x1,x2,-x3,-x4+1/2"," "," "
"36.7 A2_1ma(00g)",,"x1+1/2,-x2,-x3,-x4","x1,-x2,x3,x4","x1+1/2,x2,-x3,-x4"," "," "
"36.8 A2_1ma(00g)0s0",,"x1+1/2,-x2,-x3,-x4","x1,-x2,x3,x4+1/2","x1+1/2,x2,-x3,-x4+1/2"," "," "
"37.1 Ccc2(00g)","ss0","-x1,x2,x3+1/2,x4","x1,-x2,x3+1/2,x4","-x1,-x2,x3,x4"," "," "
"37.2 Ccc2(00g)s0s","0ss","-x1,x2,x3+1/2,x4+1/2","x1,-x2,x3+1/2,x4","-x1,-x2,x3,x4+1/2"," "," "
"37.3 Ccc2(10g)","ss0","-x1,x2,x3+1/2,-2x1+x4","x1,-x2,x3+1/2,x4","-x1,-x2,x3,-2x1+x4"," "," "
"37.4 Ccc2(10g)s0s","0ss","-x1,x2,x3+1/2,-2x1+x4+1/2","x1,-x2,x3+1/2,x4","-x1,-x2,x3,-2x1+x4+1/2"," "," "
"37.5 A2aa(00g)",,"x1,-x2,-x3,-x4","x1+1/2,-x2,x3,x4","x1+1/2,x2,-x3,-x4"," "," "
"37.6 A2aa(00g)0s0",,"x1,-x2,-x3,-x4","x1+1/2,-x2,x3,x4+1/2","x1+1/2,x2,-x3,-x4+1/2"," "," "
"38.1 C2mm(00g)",,"x1,-x2,-x3,-x4","x1,-x2,x3,x4","x1,x2,-x3,-x4"," "," "
"38.2 C2mm(00g)0s0",,"x1,-x2,-x3,-x4","x1,-x2,x3,x4+1/2","x1,x2,-x3,-x4+1/2"," "," "
"38.3 C2mm(10g)",,"x1,-x2,-x3,2x1-x4","x1,-x2,x3,x4","x1,x2,-x3,2x1-x4"," "," "
"38.4 C2mm(10g)0s0",,"x1,-x2,-x3,2x1-x4","x1,-x2,x3,x4+1/2","x1,x2,-x3,2x1-x4+1/2"," "," "
"38.5 Amm2(00g)",,"-x1,x2,x3,x4","x1,-x2,x3,x4","-x1,-x2,x3,x4"," "," "
"38.6 Amm2(00g)s0s",,"-x1,x2,x3,x4+1/2","x1,-x2,x3,x4","-x1,-x2,x3,x4+1/2"," "," "
"38.7 Amm2(00g)ss0",,"-x1,x2,x3,x4+1/2","x1,-x2,x3,x4+1/2","-x1,-x2,x3,x4"," "," "
"38.8 Amm2(00g)0ss",,"-x1,x2,x3,x4","x1,-x2,x3,x4+1/2","-x1,-x2,x3,x4+1/2"," "," "
"38.9 Amm2(1/20g)","s0s","-x1,x2,x3,-x1+x4","x1,-x2,x3,x4","-x1,-x2,x3,-x1+x4"," "," "
"38.10 Amm2(1/20g)0ss","ss0","-x1,x2,x3,-x1+x4","x1,-x2,x3,x4+1/2","-x1,-x2,x3,-x1+x4+1/2"," "," "
"38.11 Am2m(00g)",,"-x1,x2,x3,x4","-x1,x2,-x3,-x4","x1,x2,-x3,-x4"," "," "
"38.12 Am2m(00g)s00",,"-x1,x2,x3,x4+1/2","-x1,x2,-x3,-x4","x1,x2,-x3,-x4+1/2"," "," "
"38.13 Am2m(1/20g)","s00","-x1,x2,x3,-x1+x4","-x1,x2,-x3,-x4","x1,x2,-x3,x1-x4"," "," "
"39.1 C2mb(00g)",,"x1,-x2,-x3,-x4","x1+1/2,-x2,x3,x4","x1+1/2,x2,-x3,-x4"," "," "
"39.2 C2mb(00g)0s0",,"x1,-x2,-x3,-x4","x1+1/2,-x2,x3,x4+1/2","x1+1/2,x2,-x3,-x4+1/2"," "," "
"39.3 C2mb(10g)",,"x1,-x2,-x3,2x1-x4","x1+1/2,-x2,x3,x4","x1+1/2,x2,-x3,2x1-x4"," "," "
"39.4 C2mb(10g)0s0",,"x1,-x2,-x3,2x1-x4","x1+1/2,-x2,x3,x4+1/2","x1+1/2,x2,-x3,2x1-x4+1/2"," "," "
"39.5 Abm2(00g)",,"-x1,x2,x3+1/2,x4","x1,-x2,x3+1/2,x4","-x1,-x2,x3,x4"," "," "
"39.6 Abm2(00g)s0s",,"-x1,x2,x3+1/2,x4+1/2","x1,-x2,x3+1/2,x4","-x1,-x2,x3,x4+1/2"," "," "
"39.7 Abm2(00g)ss0",,"-x1,x2,x3+1/2,x4+1/2","x1,-x2,x3+1/2,x4+1/2","-x1,-x2,x3,x4"," "," "
"39.8 Abm2(00g)0ss",,"-x1,x2,x3+1/2,x4","x1,-x2,x3+1/2,x4+1/2","-x1,-x2,x3,x4+1/2"," "," "
"39.9 Abm2(1/20g)","s0s","-x1,x2,x3+1/2,-x1+x4","x1,-x2,x3+1/2,x4","-x1,-x2,x3,-x1+x4"," "," "
"39.10 Abm2(1/20g)0ss","ss0","-x1,x2,x3+1/2,-x1+x4","x1,-x2,x3+1/2,x4+1/2","-x1,-x2,x3,-x1+x4+1/2"," "," "
"39.11 Ac2m(00g)",,"-x1,x2+1/2,x3,x4","-x1,x2,-x3,-x4","x1,x2+1/2,-x3,-x4"," "," "
"39.12 Ac2m(00g)s00",,"-x1,x2+1/2,x3,x4+1/2","-x1,x2,-x3,-x4","x1,x2+1/2,-x3,-x4+1/2"," "," "
"39.13 Ac2m(1/20g)","s00","-x1,x2+1/2,x3,-x1+x4","-x1,x2,-x3,-x4","x1,x2+1/2,-x3,x1-x4"," "," "
"40.1 C2cm(00g)","0s0","x1,-x2,-x3,-x4","x1,-x2,x3+1/2,x4","x1,x2,-x3+1/2,-x4"," "," "
"40.2 C2cm(10g)","0s0","x1,-x2,-x3,2x1-x4","x1,-x2,x3+1/2,x4","x1,x2,-x3+1/2,2x1-x4"," "," "
"40.3 Ama2(00g)",,"-x1+1/2,x2,x3,x4","x1+1/2,-x2,x3,x4","-x1,-x2,x3,x4"," "," "
"40.4 Ama2(00g)s0s",,"-x1+1/2,x2,x3,x4+1/2","x1+1/2,-x2,x3,x4","-x1,-x2,x3,x4+1/2"," "," "
"40.5 Ama2(00g)ss0",,"-x1+1/2,x2,x3,x4+1/2","x1+1/2,-x2,x3,x4+1/2","-x1,-x2,x3,x4"," "," "
"40.6 Ama2(00g)0ss",,"-x1+1/2,x2,x3,x4","x1+1/2,-x2,x3,x4+1/2","-x1,-x2,x3,x4+1/2"," "," "
"40.7 Am2a(00g)",,"-x1+1/2,x2,x3,x4","-x1,x2,-x3,-x4","x1+1/2,x2,-x3,-x4"," "," "
"40.8 Am2a(00g)s00",,"-x1+1/2,x2,x3,x4+1/2","-x1,x2,-x3,-x4","x1+1/2,x2,-x3,-x4+1/2"," "," "
"41.1 C2cb(00g)","0s0","x1,-x2,-x3,-x4","x1+1/2,-x2,x3+1/2,x4","x1+1/2,x2,-x3+1/2,-x4"," "," "
"41.2 C2cb(10g)","0s0","x1,-x2,-x3,2x1-x4","x1+1/2,-x2,x3+1/2,x4","x1+1/2,x2,-x3+1/2,2x1-x4"," "," "
"41.3 Aba2(00g)",,"-x1+1/2,x2,x3+1/2,x4","x1+1/2,-x2,x3+1/2,x4","-x1,-x2,x3,x4"," "," "
"41.4 Aba2(00g)s0s",,"-x1+1/2,x2,x3+1/2,x4+1/2","x1+1/2,-x2,x3+1/2,x4","-x1,-x2,x3,x4+1/2"," "," "
"41.5 Aba2(00g)ss0",,"-x1+1/2,x2,x3+1/2,x4+1/2","x1+1/2,-x2,x3+1/2,x4+1/2","-x1,-x2,x3,x4"," "," "
"41.6 Aba2(00g)0ss",,"-x1+1/2,x2,x3+1/2,x4","x1+1/2,-x2,x3+1/2,x4+1/2","-x1,-x2,x3,x4+1/2"," "," "
"41.7 Ac2a(00g)",,"-x1+1/2,x2+1/2,x3,x4","-x1,x2,-x3,-x4","x1+1/2,x2+1/2,-x3,-x4"," "," "
"41.8 Ac2a(00g)s00",,"-x1+1/2,x2+1/2,x3,x4+1/2","-x1,x2,-x3,-x4","x1+1/2,x2+1/2,-x3,-x4+1/2"," "," "
"42.1 Fmm2(00g)",,"-x1,x2,x3,x4","x1,-x2,x3,x4","-x1,-x2,x3,x4"," "," "
"42.2 Fmm2(00g)s0s","0ss","-x1,x2,x3,x4+1/2","x1,-x2,x3,x4","-x1,-x2,x3,x4+1/2"," "," "
"42.3 Fmm2(00g)ss0",,"-x1,x2,x3,x4+1/2","x1,-x2,x3,x4+1/2","-x1,-x2,x3,x4"," "," "
"42.4 Fmm2(10g)",,"-x1,x2,x3,-2x1+x4","x1,-x2,x3,x4","-x1,-x2,x3,-2x1+x4"," "," "
"42.5 Fmm2(10g)s0s","0ss","-x1,x2,x3,-2x1+x4+1/2","x1,-x2,x3,x4","-x1,-x2,x3,-2x1+x4+1/2"," "," "
"42.6 Fmm2(10g)ss0",,"-x1,x2,x3,-2x1+x4+1/2","x1,-x2,x3,x4+1/2","-x1,-x2,x3,-2x1+x4"," "," "
"42.7 F2mm(00g)",,"x1,-x2,-x3,-x4","x1,-x2,x3,x4","x1,x2,-x3,-x4"," "," "
"42.8 F2mm(00g)0s0",,"x1,-x2,-x3,-x4","x1,-x2,x3,x4+1/2","x1,x2,-x3,-x4+1/2"," "," "
"42.9 F2mm(10g)",,"x1,-x2,-x3,2x1-x4","x1,-x2,x3,x4","x1,x2,-x3,2x1-x4"," "," "
"42.10 F2mm(10g)0s0",,"x1,-x2,-x3,2x1-x4","x1,-x2,x3,x4+1/2","x1,x2,-x3,2x1-x4+1/2"," "," "
"43.1 Fdd2(00g)","ss0","-x1+1/4,x2+1/4,x3+1/4,x4","x1+1/4,-x2+1/4,x3+1/4,x4","-x1,-x2,x3,x4"," "," "
"43.2 Fdd2(00g)s0s","0ss","-x1+1/4,x2+1/4,x3+1/4,x4+1/2","x1+1/4,-x2+1/4,x3+1/4,x4","-x1,-x2,x3,x4+1/2"," "," "
"43.3 F2dd(00g)","0s0","x1,-x2,-x3,-x4","x1+1/4,-x2+1/4,x3+1/4,x4","x1+1/4,x2+1/4,-x3+1/4,-x4"," "," "
"44.1 Imm2(00g)",,"-x1,x2,x3,x4","x1,-x2,x3,x4","-x1,-x2,x3,x4"," "," "
"44.2 Imm2(00g)s0s","0ss","-x1,x2,x3,x4+1/2","x1,-x2,x3,x4","-x1,-x2,x3,x4+1/2"," "," "
"44.3 Imm2(00g)ss0",,"-x1,x2,x3,x4+1/2","x1,-x2,x3,x4+1/2","-x1,-x2,x3,x4"," "," "
"44.4 I2mm(00g)",,"x1,-x2,-x3,-x4","x1,-x2,x3,x4","x1,x2,-x3,-x4"," "," "
"44.5 I2mm(00g)0s0",,"x1,-x2,-x3,-x4","x1,-x2,x3,x4+1/2","x1,x2,-x3,-x4+1/2"," "," "
"45.1 Iba2(00g)",,"-x1,x2,x3+1/2,x4","x1,-x2,x3+1/2,x4","-x1,-x2,x3,x4"," "," "
"45.2 Iba2(00g)s0s","0ss","-x1,x2,x3+1/2,x4+1/2","x1,-x2,x3+1/2,x4","-x1,-x2,x3,x4+1/2"," "," "
"45.3 Iba2(00g)ss0",,"-x1,x2,x3+1/2,x4+1/2","x1,-x2,x3+1/2,x4+1/2","-x1,-x2,x3,x4"," "," "
"45.4 I2cb(00g)",,"x1,-x2,-x3,-x4","x1+1/2,-x2,x3,x4","x1+1/2,x2,-x3,-x4"," "," "
"45.5 I2cb(00g)0s0",,"x1,-x2,-x3,-x4","x1+1/2,-x2,x3,x4+1/2","x1+1/2,x2,-x3,-x4+1/2"," "," "
"46.1 Ima2(00g)",,"-x1+1/2,x2,x3,x4","x1+1/2,-x2,x3,x4","-x1,-x2,x3,x4"," "," "
"46.2 Ima2(00g)s0s",,"-x1+1/2,x2,x3,x4+1/2","x1+1/2,-x2,x3,x4","-x1,-x2,x3,x4+1/2"," "," "
"46.3 Ima2(00g)ss0",,"-x1+1/2,x2,x3,x4+1/2","x1+1/2,-x2,x3,x4+1/2","-x1,-x2,x3,x4"," "," "
"46.4 Ima2(00g)0ss",,"-x1+1/2,x2,x3,x4","x1+1/2,-x2,x3,x4+1/2","-x1,-x2,x3,x4+1/2"," "," "
"46.5 I2mb(00g)",,"x1,-x2,-x3,-x4","x1,-x2+1/2,x3,x4","x1,x2+1/2,-x3,-x4"," "," "
"46.6 I2mb(00g)0s0",,"x1,-x2,-x3,-x4","x1,-x2+1/2,x3,x4+1/2","x1,x2+1/2,-x3,-x4+1/2"," "," "
"46.7 I2cm(00g)",,"x1,-x2,-x3,-x4","x1,-x2,x3+1/2,x4","x1,x2,-x3+1/2,-x4"," "," "
"46.8 I2cm(00g)0s0",,"x1,-x2,-x3,-x4","x1,-x2,x3+1/2,x4+1/2","x1,x2,-x3+1/2,-x4+1/2"," "," "
"47.1 Pmmm(00g)",,"-x1,x2,x3,x4","x1,-x2,x3,x4","x1,x2,-x3,-x4"," "," "
"47.2 Pmmm(00g)s00","0s0","-x1,x2,x3,x4+1/2","x1,-x2,x3,x4","x1,x2,-x3,-x4"," "," "
"47.3 Pmmm(00g)ss0",,"-x1,x2,x3,x4+1/2","x1,-x2,x3,x4+1/2","x1,x2,-x3,-x4"," "," "
"47.4 Pmmm(01/2g)","0s0","-x1,x2,x3,x4","x1,-x2,x3,-x2+x4","x1,x2,-x3,x2-x4"," "," "
"47.5 Pmmm(01/2g)s00","ss0","-x1,x2,x3,x4+1/2","x1,-x2,x3,-x2+x4","x1,x2,-x3,x2-x4"," "," "
"47.6 Pmmm(1/21/2g)","0s0,s00,ss0","-x1,x2,x3,-x1+x4","x1,-x2,x3,-x2+x4","x1,x2,-x3,x1+x2-x4"," "," "
"48.1 Pnnn(00g)","ss0","-x1+1/2,x2+1/2,x3+1/2,x4","x1+1/2,-x2+1/2,x3+1/2,x4","x1+1/2,x2+1/2,-x3+1/2,-x4"," "," "
"48.2 Pnnn(00g)s00","0s0","-x1+1/2,x2+1/2,x3+1/2,x4+1/2","x1+1/2,-x2+1/2,x3+1/2,x4","x1+1/2,x2+1/2,-x3+1/2,-x4"," "," "
"48.3 Pnnn(1/21/2g)qq0",,"-x1+1/2,x2+1/2,x3+1/2,-x1+x4+3/4","x1+1/2,-x2+1/2,x3+1/2,-x2+x4+3/4","x1+1/2,x2+1/2,-x3+1/2,x1+x2-x4+1/2"," "," "
"49.1 Pccm(00g)","ss0","-x1,x2,x3+1/2,x4","x1,-x2,x3+1/2,x4","x1,x2,-x3,-x4"," "," "
"49.2 Pccm(00g)s00","0s0","-x1,x2,x3+1/2,x4+1/2","x1,-x2,x3+1/2,x4","x1,x2,-x3,-x4"," "," "
"49.3 Pmaa(00g)",,"-x1,x2,x3,x4","x1+1/2,-x2,x3,x4","x1+1/2,x2,-x3,-x4"," "," "
"49.4 Pmaa(00g)s00",,"-x1,x2,x3,x4+1/2","x1+1/2,-x2,x3,x4","x1+1/2,x2,-x3,-x4"," "," "
"49.5 Pmaa(00g)ss0",,"-x1,x2,x3,x4+1/2","x1+1/2,-x2,x3,x4+1/2","x1+1/2,x2,-x3,-x4"," "," "
"49.6 Pmaa(00g)0s0",,"-x1,x2,x3,x4","x1+1/2,-x2,x3,x4+1/2","x1+1/2,x2,-x3,-x4"," "," "
"49.7 Pccm(01/2g)","0s0,s00,ss0","-x1,x2,x3+1/2,x4","x1,-x2,x3+1/2,-x2+x4","x1,x2,-x3,x2-x4"," "," "
"49.8 Pmaa(01/2g)","0s0","-x1,x2,x3,x4","x1+1/2,-x2,x3,-x2+x4","x1+1/2,x2,-x3,x2-x4"," "," "
"49.9 Pmaa(01/2g)s00","ss0","-x1,x2,x3,x4+1/2","x1+1/2,-x2,x3,-x2+x4","x1+1/2,x2,-x3,x2-x4"," "," "
"49.10 Pccm(1/21/2g)","0s0,s00,ss0","-x1,x2,x3+1/2,-x1+x4","x1,-x2,x3+1/2,-x2+x4","x1,x2,-x3,x1+x2-x4"," "," "
"50.1 Pban(00g)",,"-x1+1/2,x2+1/2,x3,x4","x1+1/2,-x2+1/2,x3,x4","x1+1/2,x2+1/2,-x3,-x4"," "," "
"50.2 Pban(00g)s00","0s0","-x1+1/2,x2+1/2,x3,x4+1/2","x1+1/2,-x2+1/2,x3,x4","x1+1/2,x2+1/2,-x3,-x4"," "," "
"50.3 Pban(00g)ss0",,"-x1+1/2,x2+1/2,x3,x4+1/2","x1+1/2,-x2+1/2,x3,x4+1/2","x1+1/2,x2+1/2,-x3,-x4"," "," "
"50.4 Pcna(00g)","ss0","-x1+1/2,x2,x3+1/2,x4","x1+1/2,-x2,x3+1/2,x4","x1+1/2,x2,-x3+1/2,-x4"," "," "
"50.5 Pcna(00g)s00","0s0","-x1+1/2,x2,x3+1/2,x4+1/2","x1+1/2,-x2,x3+1/2,x4","x1+1/2,x2,-x3+1/2,-x4"," "," "
"50.6 Pcna(01/2g)","0s0,s00,ss0","-x1+1/2,x2,x3+1/2,x4","x1+1/2,-x2,x3+1/2,-x2+x4","x1+1/2,x2,-x3+1/2,x2-x4"," "," "
"50.7 Pban(1/21/2g)qq0",,"-x1+1/2,x2+1/2,x3,-x1+x4+3/4","x1+1/2,-x2+1/2,x3,-x2+x4+3/4","x1+1/2,x2+1/2,-x3,x1+x2-x4+1/2"," "," "
"51.1 Pmma(00g)",,"-x1+1/2,x2,x3,x4","x1,-x2,x3,x4","x1+1/2,x2,-x3,-x4"," "," "
"51.2 Pmma(00g)s00",,"-x1+1/2,x2,x3,x4+1/2","x1,-x2,x3,x4","x1+1/2,x2,-x3,-x4"," "," "
"51.3 Pmma(00g)ss0",,"-x1+1/2,x2,x3,x4+1/2","x1,-x2,x3,x4+1/2","x1+1/2,x2,-x3,-x4"," "," "
"51.4 Pmma(00g)0s0",,"-x1+1/2,x2,x3,x4","x1,-x2,x3,x4+1/2","x1+1/2,x2,-x3,-x4"," "," "
"51.5 Pmam(00g)",,"-x1+1/2,x2,x3,x4","x1+1/2,-x2,x3,x4","x1,x2,-x3,-x4"," "," "
"51.6 Pmam(00g)s00",,"-x1+1/2,x2,x3,x4+1/2","x1+1/2,-x2,x3,x4","x1,x2,-x3,-x4"," "," "
"51.7 Pmam(00g)ss0",,"-x1+1/2,x2,x3,x4+1/2","x1+1/2,-x2,x3,x4+1/2","x1,x2,-x3,-x4"," "," "
"51.8 Pmam(00g)0s0",,"-x1+1/2,x2,x3,x4","x1+1/2,-x2,x3,x4+1/2","x1,x2,-x3,-x4"," "," "
"51.9 Pmcm(00g)","0s0","-x1,x2,x3,x4","x1,-x2,x3+1/2,x4","x1,x2,-x3+1/2,-x4"," "," "
"51.10 Pmcm(00g)s00","ss0","-x1,x2,x3,x4+1/2","x1,-x2,x3+1/2,x4","x1,x2,-x3+1/2,-x4"," "," "
"51.11 Pmma(01/2g)","0s0","-x1+1/2,x2,x3,x4","x1,-x2,x3,-x2+x4","x1+1/2,x2,-x3,x2-x4"," "," "
"51.12 Pmma(01/2g)s00","ss0","-x1+1/2,x2,x3,x4+1/2","x1,-x2,x3,-x2+x4","x1+1/2,x2,-x3,x2-x4"," "," "
"51.13 Pmam(01/2g)","0s0","-x1+1/2,x2,x3,x4","x1+1/2,-x2,x3,-x2+x4","x1,x2,-x3,x2-x4"," "," "
"51.14 Pmam(01/2g)s00","ss0","-x1+1/2,x2,x3,x4+1/2","x1+1/2,-x2,x3,-x2+x4","x1,x2,-x3,x2-x4"," "," "
"51.15 Pmcm(01/2g)","0s0","-x1,x2,x3,x4","x1,-x2,x3+1/2,-x2+x4","x1,x2,-x3+1/2,x2-x4"," "," "
"51.16 Pmcm(01/2g)s00","ss0","-x1,x2,x3,x4+1/2","x1,-x2,x3+1/2,-x2+x4","x1,x2,-x3+1/2,x2-x4"," "," "
"51.17 Pcmm(01/2g)","0s0,s00,ss0","-x1,x2,x3+1/2,x4","x1,-x2,x3,-x2+x4","x1,x2,-x3+1/2,x2-x4"," "," "
"51.18 Pcmm(1/21/2g)","0s0,s00,ss0","-x1,x2,x3+1/2,-x1+x4","x1,-x2,x3,-x2+x4","x1,x2,-x3+1/2,x1+x2-x4"," "," "
"52.1 Pnna(00g)","ss0","-x1,x2+1/2,x3+1/2,x4","x1+1/2,-x2+1/2,x3+1/2,x4","x1+1/2,x2,-x3,-x4"," "," "
"52.2 Pnna(00g)s00","0s0","-x1,x2+1/2,x3+1/2,x4+1/2","x1+1/2,-x2+1/2,x3+1/2,x4","x1+1/2,x2,-x3,-x4"," "," "
"52.3 Pbnn(00g)","0s0","-x1,x2+1/2,x3,x4","x1+1/2,-x2,x3+1/2,x4","x1+1/2,x2+1/2,-x3+1/2,-x4"," "," "
"52.4 Pbnn(00g)s00","ss0","-x1,x2+1/2,x3,x4+1/2","x1+1/2,-x2,x3+1/2,x4","x1+1/2,x2+1/2,-x3+1/2,-x4"," "," "
"52.5 Pcnn(00g)","ss0","-x1,x2,x3+1/2,x4","x1+1/2,-x2+1/2,x3+1/2,x4","x1+1/2,x2+1/2,-x3,-x4"," "," "
"52.6 Pcnn(00g)s00","0s0","-x1,x2,x3+1/2,x4+1/2","x1+1/2,-x2+1/2,x3+1/2,x4","x1+1/2,x2+1/2,-x3,-x4"," "," "
"52.7 Pbnn(1/21/2g)qq0",,"-x1,x2+1/2,x3,-x1+x4+1/2","x1+1/2,-x2,x3+1/2,-x2+x4+1/2","x1+1/2,x2+1/2,-x3+1/2,x1+x2-x4+1/2"," "," "
"53.1 Pmna(00g)","0s0","-x1,x2,x3,x4","x1+1/2,-x2,x3+1/2,x4","x1+1/2,x2,-x3+1/2,-x4"," "," "
"53.2 Pmna(00g)s00","ss0","-x1,x2,x3,x4+1/2","x1+1/2,-x2,x3+1/2,x4","x1+1/2,x2,-x3+1/2,-x4"," "," "
"53.3 Pcnm(00g)","ss0","-x1+1/2,x2,x3+1/2,x4","x1+1/2,-x2,x3+1/2,x4","x1,x2,-x3,-x4"," "," "
"53.4 Pcnm(00g)s00","0s0","-x1+1/2,x2,x3+1/2,x4+1/2","x1+1/2,-x2,x3+1/2,x4","x1,x2,-x3,-x4"," "," "
"53.5 Pbmn(00g)",,"-x1+1/2,x2+1/2,x3,x4","x1,-x2,x3,x4","x1+1/2,x2+1/2,-x3,-x4"," "," "
"53.6 Pbmn(00g)s00",,"-x1+1/2,x2+1/2,x3,x4+1/2","x1,-x2,x3,x4","x1+1/2,x2+1/2,-x3,-x4"," "," "
"53.7 Pbmn(00g)ss0",,"-x1+1/2,x2+1/2,x3,x4+1/2","x1,-x2,x3,x4+1/2","x1+1/2,x2+1/2,-x3,-x4"," "," "
"53.8 Pbmn(00g)0s0",,"-x1+1/2,x2+1/2,x3,x4","x1,-x2,x3,x4+1/2","x1+1/2,x2+1/2,-x3,-x4"," "," "
"53.9 Pmna(01/2g)","0s0","-x1,x2,x3,x4","x1+1/2,-x2,x3+1/2,-x2+x4","x1+1/2,x2,-x3+1/2,x2-x4"," "," "
"53.10 Pmna(01/2g)s00","ss0","-x1,x2,x3,x4+1/2","x1+1/2,-x2,x3+1/2,-x2+x4","x1+1/2,x2,-x3+1/2,x2-x4"," "," "
"53.11 Pcnm(01/2g)","0s0,s00,ss0","-x1+1/2,x2,x3+1/2,x4","x1+1/2,-x2,x3+1/2,-x2+x4","x1,x2,-x3,x2-x4"," "," "
"54.1 Pcca(00g)","ss0","-x1+1/2,x2,x3+1/2,x4","x1,-x2,x3+1/2,x4","x1+1/2,x2,-x3,-x4"," "," "
"54.2 Pcca(00g)s00","0s0","-x1+1/2,x2,x3+1/2,x4+1/2","x1,-x2,x3+1/2,x4","x1+1/2,x2,-x3,-x4"," "," "
"54.3 Pcaa(00g)","s00","-x1,x2,x3+1/2,x4","x1+1/2,-x2,x3,x4","x1+1/2,x2,-x3+1/2,-x4"," "," "
"54.4 Pcaa(00g)0s0","ss0","-x1,x2,x3+1/2,x4","x1+1/2,-x2,x3,x4+1/2","x1+1/2,x2,-x3+1/2,-x4"," "," "
"54.5 Pbab(00g)",,"-x1+1/2,x2+1/2,x3,x4","x1+1/2,-x2,x3,x4","x1,x2+1/2,-x3,-x4"," "," "
"54.6 Pbab(00g)s00",,"-x1+1/2,x2+1/2,x3,x4+1/2","x1+1/2,-x2,x3,x4","x1,x2+1/2,-x3,-x4"," "," "
"54.7 Pbab(00g)ss0",,"-x1+1/2,x2+1/2,x3,x4+1/2","x1+1/2,-x2,x3,x4+1/2","x1,x2+1/2,-x3,-x4"," "," "
"54.8 Pbab(00g)0s0",,"-x1+1/2,x2+1/2,x3,x4","x1+1/2,-x2,x3,x4+1/2","x1,x2+1/2,-x3,-x4"," "," "
"54.9 Pcca(01/2g)","0s0,s00,ss0","-x1+1/2,x2,x3+1/2,x4","x1,-x2,x3+1/2,-x2+x4","x1+1/2,x2,-x3,x2-x4"," "," "
"54.10 Pcaa(01/2g)","0s0,s00,ss0","-x1,x2,x3+1/2,x4","x1+1/2,-x2,x3,-x2+x4","x1+1/2,x2,-x3+1/2,x2-x4"," "," "
"55.1 Pbam(00g)",,"-x1+1/2,x2+1/2,x3,x4","x1+1/2,-x2+1/2,x3,x4","x1,x2,-x3,-x4"," "," "
"55.2 Pbam(00g)s00","0s0","-x1+1/2,x2+1/2,x3,x4+1/2","x1+1/2,-x2+1/2,x3,x4","x1,x2,-x3,-x4"," "," "
"55.3 Pbam(00g)ss0",,"-x1+1/2,x2+1/2,x3,x4+1/2","x1+1/2,-x2+1/2,x3,x4+1/2","x1,x2,-x3,-x4"," "," "
"55.4 Pcma(00g)","s00","-x1+1/2,x2,x3+1/2,x4","x1,-x2,x3,x4","x1+1/2,x2,-x3+1/2,-x4"," "," "
"55.5 Pcma(00g)0s0","ss0","-x1+1/2,x2,x3+1/2,x4","x1,-x2,x3,x4+1/2","x1+1/2,x2,-x3+1/2,-x4"," "," "
"55.6 Pcma(01/2g)","0s0,s00,ss0","-x1+1/2,x2,x3+1/2,x4","x1,-x2,x3,-x2+x4","x1+1/2,x2,-x3+1/2,x2-x4"," "," "
"56.1 Pccn(00g)","ss0","-x1+1/2,x2,x3+1/2,x4","x1,-x2+1/2,x3+1/2,x4","x1+1/2,x2+1/2,-x3,-x4"," "," "
"56.2 Pccn(00g)s00","0s0","-x1+1/2,x2,x3+1/2,x4+1/2","x1,-x2+1/2,x3+1/2,x4","x1+1/2,x2+1/2,-x3,-x4"," "," "
"56.3 Pbnb(00g)","0s0","-x1+1/2,x2+1/2,x3,x4","x1+1/2,-x2,x3+1/2,x4","x1,x2+1/2,-x3+1/2,-x4"," "," "
"56.4 Pbnb(00g)s00","ss0","-x1+1/2,x2+1/2,x3,x4+1/2","x1+1/2,-x2,x3+1/2,x4","x1,x2+1/2,-x3+1/2,-x4"," "," "
"57.1 Pcam(00g)","s00","-x1+1/2,x2,x3+1/2,x4","x1+1/2,-x2,x3,x4","x1,x2,-x3+1/2,-x4"," "," "
"57.2 Pcam(00g)0s0","ss0","-x1+1/2,x2,x3+1/2,x4","x1+1/2,-x2,x3,x4+1/2","x1,x2,-x3+1/2,-x4"," "," "
